instante_t+1,id_nodo,Set_Type,Target_Class,HA_max_t0,HA_mean_t0,HA_min_t0,HS10_max_t0,HS10_mean_t0,HS10_min_t0,HS30_max_t0,HS30_mean_t0,HS30_min_t0,HS60_max_t0,HS60_mean_t0,HS60_min_t0,TA_max_t0,TA_mean_t0,TA_min_t0,radiacion_max_t0,radiacion_sum_t0,HA_max_t+1,HA_mean_t+1,HA_min_t+1,HS10_max_t+1,HS10_mean_t+1,HS10_min_t+1,HS30_max_t+1,HS30_mean_t+1,HS30_min_t+1,HS60_max_t+1,HS60_mean_t+1,HS60_min_t+1,TA_max_t+1,TA_mean_t+1,TA_min_t+1,radiacion_max_t+1,radiacion_sum_t+1
2021-09-24,4,Train_CV,0,80.098045,67.93482458333334,45.44667,0.6902455528521222,0.686629682750802,0.6823271733187535,0.7143979318734793,0.7038872005641595,0.6919071451918978,0.8137227753525745,0.8072355845830984,0.8031193413636943,27.429167,22.46197875,18.945833,736.0,4768.0,85.97567,70.2500735,49.878407,0.6845446085914628,0.6826274940115634,0.680298414434117,0.6928781301257517,0.689513595934443,0.6852753063038596,0.8119923518938527,0.8065884576626079,0.8027004940611566,28.416666,23.81840229166667,20.550001,665.0,4243.0
2021-10-02,4,Train_CV,0,92.620705,72.81744241666667,38.45314,0.7620481702277345,0.7162513739265438,0.700023555433131,0.7706594260734225,0.7397503035182531,0.7298692675159235,0.8117033439490445,0.808506657653748,0.8064302740480672,28.741667,22.574652875,18.333334,722.0,4680.0,92.27694,74.34001483333333,44.391796,0.7002745523652155,0.6942452550123094,0.6870183458369811,0.7295758502727577,0.7206181094941869,0.7091207336523125,0.8108490844583955,0.8071947981386541,0.8046849899404668,28.066666,21.860764083333333,17.375,688.0,4549.0
2021-10-04,4,Train_CV,0,95.3868,67.61406891666667,29.077225,0.7825027536088339,0.714879355495313,0.6834477707006369,0.7940702153956596,0.7331824561071946,0.7072359872611466,0.8103806023875647,0.8062934606488362,0.803640482820775,29.320833,22.38125008333333,17.704168,727.0,4836.0,82.32783,51.85486925,30.576757,0.7278244646018278,0.6980591361895313,0.6848529193205944,0.7284044874586089,0.7151604362585134,0.699130331146058,0.8085731819625548,0.8048455713084489,0.8021720947564949,22.108332,17.833854291666665,13.720833,735.0,4157.0
2021-10-05,4,Train_CV,0,82.32783,51.85486925,30.576757,0.7278244646018278,0.6980591361895313,0.6848529193205944,0.7284044874586089,0.7151604362585134,0.699130331146058,0.8085731819625548,0.8048455713084489,0.8021720947564949,22.108332,17.833854291666665,13.720833,735.0,4157.0,59.08402,46.417415625,30.796478,0.760862294555599,0.7056612648668551,0.6780232484076433,0.6991277834497448,0.6916881169474326,0.6830571921443737,0.806243869373433,0.803204999313928,0.8012015232880727,26.016668,18.78298620833333,13.05,705.0,4870.0
2021-10-11,4,Train_CV,0,87.47666,72.880858125,52.93542,0.7725085720908224,0.720018897036249,0.7010244361301686,0.7775718505599998,0.7420061048524559,0.7318745813324224,0.8035224956813961,0.8004998397854383,0.7981018842887474,23.074999,19.207639041666667,16.0,501.0,3483.0,86.497955,69.65854479166667,46.027054,0.7263970117532662,0.6974136649366541,0.6834766560678326,0.7315809452247383,0.7185170236825525,0.7044479532267375,0.8049558001932603,0.8008637776214776,0.7978878172366924,24.0625,19.867534666666668,16.916666,559.0,3757.0
2021-10-12,4,Train_CV,0,86.497955,69.65854479166667,46.027054,0.7263970117532662,0.6974136649366541,0.6834766560678326,0.7315809452247383,0.7185170236825525,0.7044479532267375,0.8049558001932603,0.8008637776214776,0.7978878172366924,24.0625,19.867534666666668,16.916666,559.0,3757.0,80.32001,67.218153,43.27835,0.7614578240077612,0.7013453937968789,0.6789933014354066,0.7042916399430726,0.6949414551930707,0.683108067940552,0.8037560839707839,0.8004406762443325,0.7977193514088251,24.391668,19.83211808333333,17.2875,602.0,3914.0
2021-10-13,4,Train_CV,0,80.32001,67.218153,43.27835,0.7614578240077612,0.7013453937968789,0.6789933014354066,0.7042916399430726,0.6949414551930707,0.683108067940552,0.8037560839707839,0.8004406762443325,0.7977193514088251,24.391668,19.83211808333333,17.2875,602.0,3914.0,86.34994,71.44831404166666,50.552765,0.7497343077785917,0.69622175987499,0.6781899550674151,0.6835,0.6790407079129334,0.6733679549090515,0.8040358089004926,0.8001438893498669,0.7973927091660435,23.970833,18.427777666666667,14.704166,631.0,4075.0
2022-05-29,4,Train_CV,1,66.84255,40.939684541666665,20.03406,0.8266929398537949,0.7836678230587787,0.7453840868033333,0.7655802023385206,0.7378588840897199,0.7082392552748402,0.815402711323764,0.8142077930891514,0.8131698513800424,32.15,24.540798375,16.933332,946.0,7871.0,57.034393,32.281406624999995,13.531448,0.795867144373673,0.7603494121476525,0.7292757512430001,0.7451234076433121,0.7200771976915674,0.6983586413921312,0.8175582697152551,0.8157614377162625,0.8144607749469214,35.045834,27.094097875,18.8625,953.0,7260.0
2022-06-04,4,Train_CV,0,88.13291,59.80481112499999,38.14404,0.8326613321468174,0.7739514840455323,0.7492467461707623,0.8140702665928141,0.7541973517720663,0.7366129623066304,0.8272696390658174,0.8245743620308588,0.8228,29.220835,23.660937458333333,18.3875,936.0,7922.0,94.59724,55.231012166666666,20.735746,0.7553466548808255,0.7401822057345178,0.7211948888815108,0.7407558651804672,0.7238247156238226,0.7042832538420774,0.8283025403618591,0.8268996943849366,0.825765270155736,31.416666,24.320312333333334,17.6125,947.0,7975.0
2022-09-14,4,Train_CV,1,97.20361,72.877517,43.1162,0.8369096575882865,0.808032502600895,0.7944224147050023,0.7710471665193673,0.7522192304540257,0.7314673841121144,0.8363350302386926,0.8332381511539025,0.8300978665661245,30.125,25.910242541666666,23.704168,501.0,2184.0,96.74094,73.13562579166667,41.469105,0.8322917777769927,0.8055339204469137,0.7936246527883597,0.7554230148951843,0.739369964147968,0.7241484141947377,0.8355145933014354,0.830623879840214,0.8268795382165605,28.262499,24.320312166666668,21.4125,503.0,2699.0
