instante,TA,HA,radiacion,precipitacion,eto
2018-01-01 00:30:00,15.32,38.46,0.0,0.0,2.96
2018-01-01 01:00:00,14.81,37.61,0.0,0.0,2.96
2018-01-01 01:30:00,14.53,39.27,0.0,0.0,2.96
2018-01-01 02:00:00,14.33,38.63,0.0,0.0,2.96
2018-01-01 02:30:00,13.8,36.77,0.0,0.0,2.96
2018-01-01 03:00:00,13.62,35.21,0.0,0.0,2.96
2018-01-01 03:30:00,13.31,36.48,0.0,0.0,2.96
2018-01-01 04:00:00,12.81,39.08,0.0,0.0,2.96
2018-01-01 04:30:00,12.7,38.45,0.0,0.0,2.96
2018-01-01 05:00:00,11.95,40.42,0.0,0.0,2.96
2018-01-01 05:30:00,12.32,41.3,0.0,0.0,2.96
2018-01-01 06:00:00,11.69,43.36,0.0,0.0,2.96
2018-01-01 06:30:00,11.34,46.22,0.0,0.0,2.96
2018-01-01 07:00:00,10.96,48.18,0.0,0.0,2.96
2018-01-01 07:30:00,11.31,46.64,4.21,0.0,2.96
2018-01-01 08:00:00,11.2,45.73,46.54,0.0,2.96
2018-01-01 08:30:00,12.54,42.4,130.8,0.0,2.96
2018-01-01 09:00:00,11.89,47.0,212.9,0.0,2.96
2018-01-01 09:30:00,13.09,43.01,287.9,0.0,2.96
2018-01-01 10:00:00,14.0,41.51,291.2,0.0,2.96
2018-01-01 10:30:00,15.38,35.76,380.1,0.0,2.96
2018-01-01 11:00:00,16.98,32.21,464.1,0.0,2.96
2018-01-01 11:30:00,17.62,28.56,494.9,0.0,2.96
2018-01-01 12:00:00,17.49,31.1,512.9,0.0,2.96
2018-01-01 12:30:00,18.67,29.0,515.3,0.0,2.96
2018-01-01 13:00:00,18.65,28.94,504.9,0.0,2.96
2018-01-01 13:30:00,18.9,27.8,462.3,0.0,2.96
2018-01-01 14:00:00,19.25,24.67,438.8,0.0,2.96
2018-01-01 14:30:00,19.27,22.91,395.1,0.0,2.96
2018-01-01 15:00:00,19.71,21.52,365.0,0.0,2.96
2018-01-01 15:30:00,19.71,22.1,270.6,0.0,2.96
2018-01-01 16:00:00,19.53,22.92,170.6,0.0,2.96
2018-01-01 16:30:00,18.67,23.86,86.6,0.0,2.96
2018-01-01 17:00:00,17.2,27.68,16.01,0.0,2.96
2018-01-01 17:30:00,14.66,43.12,0.72,0.0,2.96
2018-01-01 18:00:00,14.5,41.68,0.0,0.0,2.96
2018-01-01 18:30:00,14.11,41.78,0.0,0.0,2.96
2018-01-01 19:00:00,13.93,36.97,0.0,0.0,2.96
2018-01-01 19:30:00,16.34,26.07,0.0,0.0,2.96
2018-01-01 20:00:00,16.08,26.68,0.0,0.0,2.96
2018-01-01 20:30:00,15.85,27.23,0.0,0.0,2.96
2018-01-01 21:00:00,15.5,28.46,0.0,0.0,2.96
2018-01-01 21:30:00,14.94,32.51,0.0,0.0,2.96
2018-01-01 22:00:00,14.47,35.21,0.0,0.0,2.96
2018-01-01 22:30:00,13.62,36.93,0.0,0.0,2.96
2018-01-01 23:00:00,13.06,38.2,0.0,0.0,2.96
2018-01-01 23:30:00,12.79,42.14,0.0,0.0,2.96
2018-01-02 00:00:00,13.47,44.73,0.0,0.0,3.04
2018-01-02 00:30:00,13.51,44.97,0.0,0.0,3.04
2018-01-02 01:00:00,13.19,47.01,0.0,0.0,3.04
2018-01-02 01:30:00,13.22,47.43,0.0,0.0,3.04
2018-01-02 02:00:00,12.77,49.2,0.0,0.0,3.04
2018-01-02 02:30:00,11.84,52.58,0.0,0.0,3.04
2018-01-02 03:00:00,13.14,50.75,0.0,0.0,3.04
2018-01-02 03:30:00,13.63,51.37,0.0,0.0,3.04
2018-01-02 04:00:00,13.2,51.41,0.0,0.0,3.04
2018-01-02 04:30:00,13.31,51.45,0.0,0.0,3.04
2018-01-02 05:00:00,13.53,51.14,0.0,0.0,3.04
2018-01-02 05:30:00,13.55,51.43,0.0,0.0,3.04
2018-01-02 06:00:00,13.44,51.39,0.0,0.0,3.04
2018-01-02 06:30:00,14.16,47.18,0.0,0.0,3.04
2018-01-02 07:00:00,13.95,47.27,0.08,0.0,3.04
2018-01-02 07:30:00,13.93,46.63,7.3,0.0,3.04
2018-01-02 08:00:00,13.91,46.76,54.99,0.0,3.04
2018-01-02 08:30:00,14.22,46.02,127.7,0.0,3.04
2018-01-02 09:00:00,14.71,44.82,202.4,0.0,3.04
2018-01-02 09:30:00,15.11,43.74,278.9,0.0,3.04
2018-01-02 10:00:00,15.77,41.74,369.4,0.0,3.04
2018-01-02 10:30:00,16.35,40.83,406.9,0.0,3.04
2018-01-02 11:00:00,16.81,40.08,501.7,0.0,3.04
2018-01-02 11:30:00,17.38,39.45,460.0,0.0,3.04
2018-01-02 12:00:00,18.12,37.44,507.3,0.0,3.04
2018-01-02 12:30:00,19.52,34.56,589.1,0.0,3.04
2018-01-02 13:00:00,19.7,33.78,484.3,0.0,3.04
2018-01-02 13:30:00,19.66,34.64,496.2,0.0,3.04
2018-01-02 14:00:00,19.93,34.04,461.8,0.0,3.04
2018-01-02 14:30:00,20.13,34.59,375.4,0.0,3.04
2018-01-02 15:00:00,20.44,35.13,310.3,0.0,3.04
2018-01-02 15:30:00,20.42,35.09,227.3,0.0,3.04
2018-01-02 16:00:00,19.86,36.54,158.0,0.0,3.04
2018-01-02 16:30:00,19.2,38.55,63.79,0.0,3.04
2018-01-02 17:00:00,18.49,39.94,17.81,0.0,3.04
2018-01-02 17:30:00,17.89,39.83,1.76,0.0,3.04
2018-01-02 18:00:00,17.21,42.5,0.0,0.0,3.04
2018-01-02 18:30:00,17.49,43.55,0.0,0.0,3.04
2018-01-02 19:00:00,17.15,44.58,0.0,0.0,3.04
2018-01-02 19:30:00,16.91,45.67,0.0,0.0,3.04
2018-01-02 20:00:00,17.2,45.47,0.0,0.0,3.04
2018-01-02 20:30:00,17.26,45.61,0.0,0.0,3.04
2018-01-02 21:00:00,17.06,46.37,0.0,0.0,3.04
2018-01-02 21:30:00,17.04,46.21,0.0,0.0,3.04
2018-01-02 22:00:00,17.53,42.9,0.0,0.0,3.04
2018-01-02 22:30:00,17.2,41.85,0.0,0.0,3.04
2018-01-02 23:00:00,17.0,44.58,0.0,0.0,3.04
2018-01-02 23:30:00,16.53,47.62,0.0,0.0,3.04
2018-01-03 00:00:00,16.37,49.8,0.0,0.0,2.94
2018-01-03 00:30:00,16.22,51.44,0.0,0.0,2.94
2018-01-03 01:00:00,16.31,51.98,0.0,0.0,2.94
2018-01-03 01:30:00,16.11,52.61,0.0,0.0,2.94
2018-01-03 02:00:00,15.58,54.75,0.0,0.0,2.94
2018-01-03 02:30:00,15.65,55.07,0.0,0.0,2.94
2018-01-03 03:00:00,15.88,54.74,0.0,0.0,2.94
2018-01-03 03:30:00,15.81,56.48,0.0,0.0,2.94
2018-01-03 04:00:00,15.88,56.66,0.0,0.0,2.94
2018-01-03 04:30:00,15.45,57.62,0.0,0.0,2.94
2018-01-03 05:00:00,15.4,58.11,0.0,0.0,2.94
2018-01-03 05:30:00,15.18,59.2,0.0,0.0,2.94
2018-01-03 06:00:00,15.03,59.69,0.0,0.0,2.94
2018-01-03 06:30:00,14.51,60.46,0.0,0.0,2.94
2018-01-03 07:00:00,14.22,62.04,0.03,0.0,2.94
2018-01-03 07:30:00,14.07,62.44,4.69,0.0,2.94
2018-01-03 08:00:00,13.95,63.32,39.04,0.0,2.94
2018-01-03 08:30:00,14.76,60.95,107.9,0.0,2.94
2018-01-03 09:00:00,16.08,56.79,204.3,0.0,2.94
2018-01-03 09:30:00,17.63,52.62,273.4,0.0,2.94
2018-01-03 10:00:00,17.66,53.08,346.4,0.0,2.94
2018-01-03 10:30:00,19.35,49.1,423.4,0.0,2.94
2018-01-03 11:00:00,19.72,47.53,452.9,0.0,2.94
2018-01-03 11:30:00,20.25,46.48,492.3,0.0,2.94
2018-01-03 12:00:00,20.49,46.22,504.6,0.0,2.94
2018-01-03 12:30:00,21.27,44.26,492.5,0.0,2.94
2018-01-03 13:00:00,21.69,43.19,458.1,0.0,2.94
2018-01-03 13:30:00,22.05,41.56,368.8,0.0,2.94
2018-01-03 14:00:00,21.44,43.3,308.3,0.0,2.94
2018-01-03 14:30:00,21.4,43.43,274.6,0.0,2.94
2018-01-03 15:00:00,21.13,44.84,231.7,0.0,2.94
2018-01-03 15:30:00,21.18,44.91,266.1,0.0,2.94
2018-01-03 16:00:00,21.35,44.57,183.7,0.0,2.94
2018-01-03 16:30:00,20.37,46.89,87.8,0.0,2.94
2018-01-03 17:00:00,19.62,49.4,21.42,0.0,2.94
2018-01-03 17:30:00,19.1,50.43,1.09,0.0,2.94
2018-01-03 18:00:00,19.05,51.17,0.0,0.0,2.94
2018-01-03 18:30:00,18.88,51.91,0.0,0.0,2.94
2018-01-03 19:00:00,18.35,53.79,0.0,0.0,2.94
2018-01-03 19:30:00,18.29,53.89,0.0,0.0,2.94
2018-01-03 20:00:00,17.73,55.25,0.0,0.0,2.94
2018-01-03 20:30:00,17.35,56.66,0.0,0.0,2.94
2018-01-03 21:00:00,17.31,56.8,0.0,0.0,2.94
2018-01-03 21:30:00,16.93,57.4,0.0,0.0,2.94
2018-01-03 22:00:00,16.55,58.31,0.0,0.0,2.94
2018-01-03 22:30:00,16.26,58.87,0.0,0.0,2.94
2018-01-03 23:00:00,16.33,57.89,0.0,0.0,2.94
2018-01-03 23:30:00,15.66,60.32,0.0,0.0,2.94
2018-01-04 00:00:00,15.33,62.07,0.0,0.0,2.98
2018-01-04 00:30:00,15.65,61.73,0.0,0.0,2.98
2018-01-04 01:00:00,15.85,61.17,0.0,0.0,2.98
2018-01-04 01:30:00,15.58,61.81,0.0,0.0,2.98
2018-01-04 02:00:00,15.74,62.06,0.0,0.0,2.98
2018-01-04 02:30:00,15.58,62.33,0.0,0.0,2.98
2018-01-04 03:00:00,15.47,62.62,0.0,0.0,2.98
2018-01-04 03:30:00,15.7,61.75,0.0,0.0,2.98
2018-01-04 04:00:00,15.41,62.44,0.0,0.0,2.98
2018-01-04 04:30:00,15.03,63.78,0.0,0.0,2.98
2018-01-04 05:00:00,15.34,62.62,0.0,0.0,2.98
2018-01-04 05:30:00,16.01,60.21,0.0,0.0,2.98
2018-01-04 06:00:00,16.01,60.28,0.0,0.0,2.98
2018-01-04 06:30:00,16.1,59.7,0.0,0.0,2.98
2018-01-04 07:00:00,16.05,59.38,0.01,0.0,2.98
2018-01-04 07:30:00,15.74,60.14,2.78,0.0,2.98
2018-01-04 08:00:00,16.72,56.61,42.06,0.0,2.98
2018-01-04 08:30:00,16.45,57.83,122.0,0.0,2.98
2018-01-04 09:00:00,15.81,61.62,199.0,0.0,2.98
2018-01-04 09:30:00,17.13,57.67,277.0,0.0,2.98
2018-01-04 10:00:00,19.15,50.85,347.1,0.0,2.98
2018-01-04 10:30:00,19.9,48.25,405.1,0.0,2.98
2018-01-04 11:00:00,19.88,48.27,451.5,0.0,2.98
2018-01-04 11:30:00,21.05,44.62,485.0,0.0,2.98
2018-01-04 12:00:00,22.0,43.03,502.2,0.0,2.98
2018-01-04 12:30:00,22.81,41.51,506.5,0.0,2.98
2018-01-04 13:00:00,23.18,39.33,498.7,0.0,2.98
2018-01-04 13:30:00,23.78,38.38,474.9,0.0,2.98
2018-01-04 14:00:00,23.84,37.87,436.1,0.0,2.98
2018-01-04 14:30:00,24.37,36.9,384.1,0.0,2.98
2018-01-04 15:00:00,23.68,37.8,322.3,0.0,2.98
2018-01-04 15:30:00,23.19,39.13,250.4,0.0,2.98
2018-01-04 16:00:00,22.56,40.67,171.9,0.0,2.98
2018-01-04 16:30:00,21.95,41.35,92.6,0.0,2.98
2018-01-04 17:00:00,20.93,43.28,18.81,0.0,2.98
2018-01-04 17:30:00,19.71,46.09,1.0,0.0,2.98
2018-01-04 18:00:00,19.16,47.51,0.0,0.0,2.98
2018-01-04 18:30:00,17.74,51.24,0.0,0.0,2.98
2018-01-04 19:00:00,16.61,54.87,0.0,0.0,2.98
2018-01-04 19:30:00,17.22,53.04,0.0,0.0,2.98
2018-01-04 20:00:00,17.49,52.6,0.0,0.0,2.98
2018-01-04 20:30:00,17.4,52.53,0.0,0.0,2.98
2018-01-04 21:00:00,17.17,52.86,0.0,0.0,2.98
2018-01-04 21:30:00,16.93,54.09,0.0,0.0,2.98
2018-01-04 22:00:00,16.55,55.1,0.0,0.0,2.98
2018-01-04 22:30:00,16.88,53.4,0.0,0.0,2.98
2018-01-04 23:00:00,16.66,54.18,0.0,0.0,2.98
2018-01-04 23:30:00,16.3,54.23,0.0,0.0,2.98
2018-01-05 00:00:00,16.13,53.8,0.0,0.0,1.78
2018-01-05 00:30:00,15.82,53.58,0.0,0.0,1.78
2018-01-05 01:00:00,16.05,52.18,0.0,0.0,1.78
2018-01-05 01:30:00,15.83,51.9,0.0,0.0,1.78
2018-01-05 02:00:00,15.63,52.48,0.0,0.0,1.78
2018-01-05 02:30:00,15.32,52.37,0.0,0.0,1.78
2018-01-05 03:00:00,15.36,51.39,0.0,0.0,1.78
2018-01-05 03:30:00,15.03,51.3,0.0,0.0,1.78
2018-01-05 04:00:00,15.27,49.66,0.0,0.0,1.78
2018-01-05 04:30:00,15.29,49.37,0.0,0.0,1.78
2018-01-05 05:00:00,15.25,49.42,0.0,0.0,1.78
2018-01-05 05:30:00,15.16,48.97,0.0,0.0,1.78
2018-01-05 06:00:00,15.12,49.11,0.0,0.0,1.78
2018-01-05 06:30:00,13.04,55.97,0.0,0.0,1.78
2018-01-05 07:00:00,11.05,64.34,0.06,0.0,1.78
2018-01-05 07:30:00,11.02,64.96,3.87,0.0,1.78
2018-01-05 08:00:00,10.91,65.57,44.29,0.0,1.78
2018-01-05 08:30:00,11.36,63.36,124.1,0.0,1.78
2018-01-05 09:00:00,11.74,62.22,203.2,0.0,1.78
2018-01-05 09:30:00,13.23,58.54,281.1,0.0,1.78
2018-01-05 10:00:00,14.69,54.31,351.5,0.0,1.78
2018-01-05 10:30:00,16.46,47.95,411.7,0.0,1.78
2018-01-05 11:00:00,17.37,45.2,457.9,0.0,1.78
2018-01-05 11:30:00,17.96,43.87,491.2,0.0,1.78
2018-01-05 12:00:00,18.38,42.35,510.2,0.0,1.78
2018-01-05 12:30:00,19.03,40.7,513.9,0.0,1.78
2018-01-05 13:00:00,19.98,38.42,504.5,0.0,1.78
2018-01-05 13:30:00,19.93,37.61,479.6,0.0,1.78
2018-01-05 14:00:00,20.6,36.0,438.6,0.0,1.78
2018-01-05 14:30:00,20.33,37.05,385.8,0.0,1.78
2018-01-05 15:00:00,20.51,36.42,324.8,0.0,1.78
2018-01-05 15:30:00,20.62,35.26,251.8,0.0,1.78
2018-01-05 16:00:00,20.89,35.91,170.4,0.0,1.78
2018-01-05 16:30:00,19.01,40.71,92.1,0.0,1.78
2018-01-05 17:00:00,17.68,44.47,20.19,0.0,1.78
2018-01-05 17:30:00,15.44,50.15,0.97,0.0,1.78
2018-01-05 18:00:00,13.49,57.84,0.0,0.0,1.78
2018-01-05 18:30:00,12.88,68.0,0.0,0.0,1.78
2018-01-05 19:00:00,12.06,73.5,0.0,0.0,1.78
2018-01-05 19:30:00,10.28,77.3,0.0,0.0,1.78
2018-01-05 20:00:00,10.08,76.3,0.0,0.0,1.78
2018-01-05 20:30:00,9.53,76.5,0.0,0.0,1.78
2018-01-05 21:00:00,9.71,76.0,0.0,0.0,1.78
2018-01-05 21:30:00,9.13,76.2,0.0,0.0,1.78
2018-01-05 22:00:00,8.82,76.3,0.0,0.0,1.78
2018-01-05 22:30:00,8.27,78.5,0.0,0.0,1.78
2018-01-05 23:00:00,8.04,77.1,0.0,0.0,1.78
2018-01-05 23:30:00,7.73,78.0,0.0,0.0,1.78
2018-01-06 00:00:00,7.57,77.6,0.0,0.0,1.01
2018-01-06 00:30:00,6.5,81.2,0.0,0.0,1.01
2018-01-06 01:00:00,6.35,82.7,0.0,0.0,1.01
2018-01-06 01:30:00,5.99,84.2,0.0,0.0,1.01
2018-01-06 02:00:00,5.97,84.9,0.0,0.0,1.01
2018-01-06 02:30:00,5.46,84.9,0.0,0.0,1.01
2018-01-06 03:00:00,5.33,85.5,0.0,0.0,1.01
2018-01-06 03:30:00,5.91,85.0,0.0,0.0,1.01
2018-01-06 04:00:00,5.98,85.6,0.0,0.0,1.01
2018-01-06 04:30:00,5.55,85.2,0.0,0.0,1.01
2018-01-06 05:00:00,5.91,87.0,0.0,0.0,1.01
2018-01-06 05:30:00,6.94,87.0,0.0,0.0,1.01
2018-01-06 06:00:00,6.35,86.5,0.0,0.0,1.01
2018-01-06 06:30:00,6.23,87.2,0.0,0.0,1.01
2018-01-06 07:00:00,6.93,87.3,0.0,0.0,1.01
2018-01-06 07:30:00,7.93,87.3,1.11,0.0,1.01
2018-01-06 08:00:00,9.34,88.4,9.98,0.0,1.01
2018-01-06 08:30:00,9.8,88.2,24.01,0.0,1.01
2018-01-06 09:00:00,9.21,87.2,47.17,0.0,1.01
2018-01-06 09:30:00,10.58,86.5,84.9,0.0,1.01
2018-01-06 10:00:00,12.32,82.6,148.6,0.0,1.01
2018-01-06 10:30:00,12.53,79.9,160.9,0.0,1.01
2018-01-06 11:00:00,13.35,77.3,239.8,0.0,1.01
2018-01-06 11:30:00,14.29,73.7,284.9,0.0,1.01
2018-01-06 12:00:00,14.34,73.6,251.8,0.0,1.01
2018-01-06 12:30:00,14.41,74.0,190.0,0.0,1.01
2018-01-06 13:00:00,14.2,74.4,139.9,0.0,1.01
2018-01-06 13:30:00,14.52,75.2,196.4,0.0,1.01
2018-01-06 14:00:00,14.47,75.4,93.1,0.0,1.01
2018-01-06 14:30:00,14.61,74.5,102.2,0.0,1.01
2018-01-06 15:00:00,14.05,78.6,24.74,3.2,1.01
2018-01-06 15:30:00,13.4,82.3,267.2,5.6,1.01
2018-01-06 16:00:00,13.08,76.0,68.16,0.0,1.01
2018-01-06 16:30:00,12.59,71.8,30.09,0.0,1.01
2018-01-06 17:00:00,12.14,67.81,10.27,0.0,1.01
2018-01-06 17:30:00,11.41,69.42,0.74,0.0,1.01
2018-01-06 18:00:00,11.02,73.1,0.0,0.0,1.01
2018-01-06 18:30:00,10.89,75.5,0.0,0.0,1.01
2018-01-06 19:00:00,10.28,71.0,0.0,0.0,1.01
2018-01-06 19:30:00,9.66,67.45,0.0,0.0,1.01
2018-01-06 20:00:00,8.9,69.73,0.0,0.0,1.01
2018-01-06 20:30:00,8.99,62.96,0.0,0.0,1.01
2018-01-06 21:00:00,8.97,62.4,0.0,0.0,1.01
2018-01-06 21:30:00,8.84,61.96,0.0,0.0,1.01
2018-01-06 22:00:00,7.32,71.8,0.0,0.0,1.01
2018-01-06 22:30:00,7.06,74.0,0.0,0.0,1.01
2018-01-06 23:00:00,7.02,73.9,0.0,0.0,1.01
2018-01-06 23:30:00,7.08,73.1,0.0,0.0,1.01
2018-01-07 00:00:00,7.1,72.8,0.0,0.0,0.96
2018-01-07 00:30:00,6.75,74.8,0.0,0.0,0.96
2018-01-07 01:00:00,6.88,73.3,0.0,0.0,0.96
2018-01-07 01:30:00,5.76,78.4,0.0,0.0,0.96
2018-01-07 02:00:00,6.1,78.1,0.0,0.0,0.96
2018-01-07 02:30:00,6.59,77.4,0.0,0.0,0.96
2018-01-07 03:00:00,7.08,75.2,0.0,0.2,0.96
2018-01-07 03:30:00,7.42,75.3,0.0,0.0,0.96
2018-01-07 04:00:00,7.08,76.1,0.0,0.0,0.96
2018-01-07 04:30:00,6.73,77.6,0.0,0.0,0.96
2018-01-07 05:00:00,6.08,79.7,0.0,0.0,0.96
2018-01-07 05:30:00,4.92,85.0,0.0,0.0,0.96
2018-01-07 06:00:00,4.77,86.4,0.0,0.0,0.96
2018-01-07 06:30:00,4.3,85.5,0.0,0.0,0.96
2018-01-07 07:00:00,3.48,85.5,0.0,0.0,0.96
2018-01-07 07:30:00,4.1,86.1,2.43,0.0,0.96
2018-01-07 08:00:00,3.97,85.8,36.82,0.0,0.96
2018-01-07 08:30:00,4.53,84.2,116.4,0.0,0.96
2018-01-07 09:00:00,5.82,80.9,192.9,0.0,0.96
2018-01-07 09:30:00,7.31,75.7,231.2,0.0,0.96
2018-01-07 10:00:00,7.97,68.22,335.5,0.0,0.96
2018-01-07 10:30:00,9.35,59.47,412.4,0.0,0.96
2018-01-07 11:00:00,11.19,55.97,460.8,0.0,0.96
2018-01-07 11:30:00,12.21,52.68,486.7,0.0,0.96
2018-01-07 12:00:00,12.34,48.14,507.6,0.0,0.96
2018-01-07 12:30:00,12.69,44.69,530.1,0.0,0.96
2018-01-07 13:00:00,13.22,45.54,512.6,0.0,0.96
2018-01-07 13:30:00,13.24,46.43,463.6,0.0,0.96
2018-01-07 14:00:00,13.2,44.89,422.9,0.0,0.96
2018-01-07 14:30:00,13.11,46.66,363.8,0.0,0.96
2018-01-07 15:00:00,12.66,47.48,261.0,0.0,0.96
2018-01-07 15:30:00,12.33,48.71,146.7,0.0,0.96
2018-01-07 16:00:00,11.55,54.79,86.4,0.0,0.96
2018-01-07 16:30:00,11.14,57.62,54.01,0.0,0.96
2018-01-07 17:00:00,10.87,55.92,24.24,0.0,0.96
2018-01-07 17:30:00,9.76,61.27,0.7,0.0,0.96
2018-01-07 18:00:00,9.41,60.16,0.0,0.0,0.96
2018-01-07 18:30:00,8.25,67.14,0.0,0.0,0.96
2018-01-07 19:00:00,7.03,74.7,0.0,0.0,0.96
2018-01-07 19:30:00,6.64,77.4,0.0,0.0,0.96
2018-01-07 20:00:00,6.35,76.0,0.0,0.0,0.96
2018-01-07 20:30:00,5.81,78.1,0.0,0.0,0.96
2018-01-07 21:00:00,5.62,76.3,0.0,0.0,0.96
2018-01-07 21:30:00,5.87,74.6,0.0,0.0,0.96
2018-01-07 22:00:00,6.05,74.6,0.0,0.0,0.96
2018-01-07 22:30:00,5.67,77.0,0.0,0.0,0.96
2018-01-07 23:00:00,5.94,77.5,0.0,0.0,0.96
2018-01-07 23:30:00,5.85,78.7,0.0,0.0,0.96
2018-01-08 00:00:00,5.4,80.6,0.0,0.0,0.95
2018-01-08 00:30:00,5.09,82.4,0.0,0.0,0.95
2018-01-08 01:00:00,4.73,83.2,0.0,0.0,0.95
2018-01-08 01:30:00,4.15,84.4,0.0,0.0,0.95
2018-01-08 02:00:00,4.17,84.1,0.0,0.0,0.95
2018-01-08 02:30:00,3.88,84.7,0.0,0.0,0.95
2018-01-08 03:00:00,4.12,83.2,0.0,0.0,0.95
2018-01-08 03:30:00,4.03,81.9,0.0,0.0,0.95
2018-01-08 04:00:00,3.92,83.1,0.0,0.0,0.95
2018-01-08 04:30:00,3.36,84.1,0.0,0.0,0.95
2018-01-08 05:00:00,2.56,86.5,0.0,0.0,0.95
2018-01-08 05:30:00,2.81,86.7,0.0,0.0,0.95
2018-01-08 06:00:00,3.3,84.8,0.0,0.0,0.95
2018-01-08 06:30:00,2.25,85.8,0.0,0.0,0.95
2018-01-08 07:00:00,1.54,87.8,0.0,0.0,0.95
2018-01-08 07:30:00,1.81,88.9,2.54,0.0,0.95
2018-01-08 08:00:00,1.72,87.7,25.79,0.0,0.95
2018-01-08 08:30:00,2.37,87.1,82.3,0.0,0.95
2018-01-08 09:00:00,3.66,83.7,200.7,0.0,0.95
2018-01-08 09:30:00,5.09,77.8,262.8,0.0,0.95
2018-01-08 10:00:00,6.89,72.0,339.7,0.0,0.95
2018-01-08 10:30:00,8.69,66.37,407.3,0.0,0.95
2018-01-08 11:00:00,9.91,61.19,456.8,0.0,0.95
2018-01-08 11:30:00,10.94,57.76,492.8,0.0,0.95
2018-01-08 12:00:00,11.77,54.69,514.2,0.0,0.95
2018-01-08 12:30:00,12.07,52.45,519.6,0.0,0.95
2018-01-08 13:00:00,12.96,47.86,510.9,0.0,0.95
2018-01-08 13:30:00,13.15,44.98,487.1,0.0,0.95
2018-01-08 14:00:00,13.27,43.98,443.5,0.0,0.95
2018-01-08 14:30:00,13.27,43.86,391.8,0.0,0.95
2018-01-08 15:00:00,13.18,43.86,332.4,0.0,0.95
2018-01-08 15:30:00,13.36,40.16,258.2,0.0,0.95
2018-01-08 16:00:00,13.29,40.71,176.6,0.0,0.95
2018-01-08 16:30:00,12.93,44.0,97.7,0.0,0.95
2018-01-08 17:00:00,12.06,53.31,22.97,0.0,0.95
2018-01-08 17:30:00,8.55,66.6,1.34,0.0,0.95
2018-01-08 18:00:00,7.04,73.4,0.0,0.0,0.95
2018-01-08 18:30:00,6.65,72.2,0.0,0.0,0.95
2018-01-08 19:00:00,5.79,74.2,0.0,0.0,0.95
2018-01-08 19:30:00,5.12,77.0,0.0,0.0,0.95
2018-01-08 20:00:00,4.64,78.1,0.0,0.0,0.95
2018-01-08 20:30:00,4.91,74.5,0.0,0.0,0.95
2018-01-08 21:00:00,4.64,77.1,0.0,0.0,0.95
2018-01-08 21:30:00,4.53,77.7,0.0,0.0,0.95
2018-01-08 22:00:00,3.88,81.3,0.0,0.0,0.95
2018-01-08 22:30:00,3.68,82.1,0.0,0.0,0.95
2018-01-08 23:00:00,3.95,80.1,0.0,0.0,0.95
2018-01-08 23:30:00,3.81,79.5,0.0,0.0,0.95
2018-01-09 00:00:00,3.23,82.4,0.0,0.0,1.02
2018-01-09 00:30:00,2.57,84.3,0.0,0.0,1.02
2018-01-09 01:00:00,2.66,85.2,0.0,0.0,1.02
2018-01-09 01:30:00,3.28,82.7,0.0,0.0,1.02
2018-01-09 02:00:00,2.45,83.1,0.0,0.0,1.02
2018-01-09 02:30:00,2.52,84.4,0.0,0.0,1.02
2018-01-09 03:00:00,2.26,83.4,0.0,0.0,1.02
2018-01-09 03:30:00,1.52,84.5,0.0,0.0,1.02
2018-01-09 04:00:00,1.81,85.5,0.0,0.0,1.02
2018-01-09 04:30:00,2.26,84.0,0.0,0.0,1.02
2018-01-09 05:00:00,1.59,84.1,0.0,0.0,1.02
2018-01-09 05:30:00,1.81,84.4,0.0,0.0,1.02
2018-01-09 06:00:00,2.53,83.0,0.0,0.0,1.02
2018-01-09 06:30:00,1.9,82.6,0.0,0.0,1.02
2018-01-09 07:00:00,1.43,84.7,0.03,0.0,1.02
2018-01-09 07:30:00,2.1,84.4,3.29,0.0,1.02
2018-01-09 08:00:00,1.81,84.0,44.46,0.0,1.02
2018-01-09 08:30:00,2.87,82.7,123.0,0.0,1.02
2018-01-09 09:00:00,4.76,75.6,206.5,0.0,1.02
2018-01-09 09:30:00,6.81,68.34,308.6,0.0,1.02
2018-01-09 10:00:00,8.65,61.73,331.7,0.0,1.02
2018-01-09 10:30:00,9.77,57.91,412.0,0.0,1.02
2018-01-09 11:00:00,10.8,54.75,467.1,0.0,1.02
2018-01-09 11:30:00,12.01,51.14,488.7,0.0,1.02
2018-01-09 12:00:00,12.82,49.37,506.1,0.0,1.02
2018-01-09 12:30:00,13.45,46.33,324.7,0.0,1.02
2018-01-09 13:00:00,12.8,45.81,264.5,0.0,1.02
2018-01-09 13:30:00,13.0,46.52,263.9,0.0,1.02
2018-01-09 14:00:00,13.21,46.35,304.2,0.0,1.02
2018-01-09 14:30:00,13.37,45.26,217.2,0.0,1.02
2018-01-09 15:00:00,13.21,45.9,142.6,0.0,1.02
2018-01-09 15:30:00,12.84,48.01,117.2,0.0,1.02
2018-01-09 16:00:00,12.61,50.36,74.5,0.0,1.02
2018-01-09 16:30:00,11.83,55.9,42.96,0.0,1.02
2018-01-09 17:00:00,11.12,61.13,10.7,0.0,1.02
2018-01-09 17:30:00,9.61,70.2,0.56,0.0,1.02
2018-01-09 23:00:00,7.73,76.4,0.0,0.0,1.02
2018-01-09 23:30:00,7.69,78.4,0.0,0.0,1.02
2018-01-10 00:00:00,7.57,81.2,0.0,0.2,1.65
2018-01-10 00:30:00,7.71,83.8,0.0,0.0,1.65
