instante,HS10_min,HS10_mean,HS10_max,HS20_min,HS20_mean,HS20_max,HS30_min,HS30_mean,HS30_max,HS40_min,HS40_mean,HS40_max,HS50_min,HS50_mean,HS50_max,HS60_min,HS60_mean,HS60_max,TS30_min,TS30_mean,TS30_max,dendrometro_min,dendrometro_mean,dendrometro_max,litros_arbol_last,litros_intervalo_sum,evento_riego_max,TA_min,TA_mean,TA_max,HA_min,HA_mean,HA_max,radiacion_sum
2018-07-20,0.8193,0.8357453437778067,0.8612896496815287,0.8174,0.8295155860863079,0.8613,0.8061018987341773,0.8164976570810221,0.8525642289348172,0.7548082278481013,0.767739332354645,0.8192285031847133,0.8463123744050768,0.8508743109204678,0.8588528662420383,0.766,0.7695218959409336,0.7727707006369428,28.0,28.25450123179517,28.4,38.88,38.89826817353116,38.925,85.2,38.0,1.0,22.34,26.445138888888888,32.21,47.94,69.70034722222222,89.8,36649.65
2018-07-21,0.8184504731861199,0.8368657479594832,0.8622778471138846,0.8163504731861199,0.8307948239506603,0.860429329173167,0.8052391719745223,0.8174875114682396,0.8523,0.7562734499205087,0.7718686607345498,0.8238247648902821,0.8451,0.8508068303060806,0.8607527301092044,0.7642,0.7686255241817085,0.7733,28.0,28.26491048184475,28.4,38.9025,38.93420333842177,38.96,0.2,45.8,1.0,19.95,26.1875,32.16,46.77,71.6225,93.1,41907.0
2018-07-22,0.8232113475177305,0.8384521522428601,0.8652910828025477,0.8187113475177304,0.830175686008476,0.8634770700636943,0.80695872,0.8172525670642432,0.8536974522292994,0.7576401253918496,0.7714119314334928,0.8251,0.8447605095541402,0.8505943305710515,0.8623,0.764,0.76928138264975,0.7753,28.2,28.44965912779584,28.6,38.9575,38.981264886482464,39.0075,41.8,41.599999999999994,1.0,21.82,26.062152777777776,31.1,52.02,73.9054861111111,92.5,35077.89
2018-07-23,0.8213,0.8384130641607579,0.8652949044585987,0.8144,0.8295684640193886,0.8616264331210192,0.8031702875399361,0.8164357434109715,0.8519579617834395,0.7522875796178343,0.7677994910454446,0.8210474522292994,0.8425,0.8483866206452872,0.8578474522292994,0.7644,0.768747316761818,0.773,28.2,28.508825632794053,29.0,38.9925,39.013997918613924,39.0425,87.2,45.400000000000006,1.0,21.64,26.565833333333334,32.05,38.3,64.51881944444443,87.6,42790.68
2018-07-24,0.8200101910828026,0.8397556730581061,0.8659,0.8166101910828025,0.8315849210655876,0.8623993620414673,0.8047420382165604,0.8175583859720507,0.8526936305732484,0.7533503974562797,0.7693125350016716,0.8232350318471338,0.843,0.8489306215789157,0.8583942583732057,0.7644,0.7687950831652692,0.773,28.0,28.45871488995552,29.0,39.01901828298888,39.03584807589012,39.06302945859873,132.4,45.2,1.0,19.66,27.963819444444443,36.12,22.51,54.87451388888889,91.43333333333334,42810.6
2018-07-25,0.8234484896661367,0.8409288402886093,0.8672346092503987,0.8192372611464969,0.8338829774813995,0.8654670382165606,0.806646178343949,0.8195302421480167,0.8544,0.7557960191082803,0.770403412184801,0.8266854864433812,0.8437,0.8497248762986067,0.8615795853269538,0.764446178343949,0.768927411400491,0.7737,28.2,28.617991466947753,29.0,39.065417993630575,39.102465010364774,39.135,175.2,42.79999999999998,1.0,20.79,25.80972222222222,31.66,39.26,73.6861111111111,94.2,42495.69
2018-07-26,0.8237246815286624,0.841693654825387,0.8674846889952154,0.8207246815286624,0.8353476888941332,0.8671832535885168,0.8094,0.8215163521809513,0.8557885350318472,0.7578,0.7729936781887995,0.8293396496815286,0.8443426751592357,0.8504605797973865,0.8624138755980861,0.7644025477707006,0.7699415011179318,0.7759125996810208,28.2,28.668634996461428,29.0,39.1125,39.13768269745626,39.1675,220.0,44.80000000000001,1.0,20.79,26.267708333333335,33.27,36.92,69.31486111111111,90.4,40268.73
2018-07-27,0.8236066772655007,0.8416309046625856,0.8670261562998405,0.821413694267516,0.8355073019838026,0.8663934713375796,0.8106,0.8219305679679105,0.8562722929936306,0.7595317965023847,0.7737978049672232,0.8240920382165605,0.8444405103668262,0.850766488412089,0.860182484076433,0.7658,0.7701762672545185,0.7742,28.2,28.66853729631018,29.0,39.148093152866245,39.18034390871961,39.21,264.4,44.39999999999998,1.0,20.28,26.177777777777777,32.81,36.16,68.60486111111112,91.6,42685.5
2018-07-28,0.823987440381558,0.841722952361392,0.865402711323764,0.8216412420382165,0.8357840405165136,0.866,0.8097982484076433,0.8217683041362416,0.8556,0.7595,0.7751814185628767,0.8208649681528662,0.8459437898089172,0.8520407206872955,0.8596168789808918,0.7663,0.7703394083360613,0.7739,28.2,28.638020803446757,29.0,39.1975,39.217990495353796,39.2475,308.8,44.400000000000034,1.0,21.15,29.016180555555554,39.88,14.93,56.14652777777778,90.7,42789.99
2018-07-29,0.8246,0.8431454857954641,0.8682007974481659,0.8229095541401273,0.8365146201667312,0.86630826709062,0.8124143312101911,0.8232221784466675,0.8581,0.7639545454545454,0.7778341214342654,0.8296178343949044,0.8488543720190779,0.8550270180578226,0.8651,0.7667,0.7711981044433674,0.7753,28.4,28.866196226031736,29.2,39.23,39.25966985810902,39.285,352.0,43.19999999999999,1.0,20.1,27.301944444444445,34.24,42.89,65.9048611111111,89.7,42215.07
2018-07-30,0.8237759554140127,0.8423525549273599,0.8633605095541401,0.8219792993630574,0.8358597992342397,0.8621693779904306,0.8113,0.823782726444299,0.8564693779904307,0.7630882165605095,0.779059844180341,0.8246,0.8514,0.8567405781207105,0.8638031847133758,0.7677792993630573,0.7716648135990789,0.7749,28.4,28.90598142688954,29.2,39.2775,39.30056363716893,39.3375,43.4,43.4,1.0,21.09,27.53388888888889,33.45,37.83,64.38694444444444,89.43333333333334,41784.33
2018-07-31,0.8282,0.844029844313475,0.8659,0.8236,0.8363771086744624,0.8635824840764331,0.8136,0.8247771672970581,0.8581,0.766778025477707,0.7806252323391832,0.8276275477707007,0.853,0.8591013576310845,0.8675353503184714,0.7689022292993631,0.7731390974906007,0.777,28.6,29.124633910340417,29.4,39.34005961844197,39.36744348392325,39.4,87.2,43.800000000000004,1.0,22.07333333333333,27.62708333333333,34.6,36.13,67.46777777777778,93.3,41490.6
2018-08-01,0.8251707006369426,0.8436108860583108,0.867137101910828,0.8221,0.8366674894514801,0.8642,0.8138979299363057,0.8259449973552584,0.8616316878980892,0.7682246815286624,0.7824151567884026,0.835543062200957,0.8565652866242038,0.8625141789473607,0.8720023923444976,0.7705,0.7751586914580276,0.7794213375796178,28.6,29.07481318450456,29.4,39.37,39.398215714737574,39.425,128.6,41.39999999999999,1.0,21.26,27.344305555555554,34.19,32.08,66.55576388888889,93.2,41833.95
2018-08-02,0.8260111464968153,0.8481679288223846,0.8711129186602871,0.8241,0.8403642915737815,0.8657,0.8162,0.829583893620579,0.86,0.7711289808917198,0.7869424369971002,0.8298,0.8586,0.8645362726175339,0.872415923566879,0.7723,0.7773306748164425,0.7819,28.4,28.9398362285386,29.2,39.4125,39.43015060805641,39.45801751592357,182.0,53.400000000000006,1.0,20.53,27.760555555555555,35.09,35.28,60.65590277777778,82.3,40652.16
2018-08-03,0.8327138535031847,0.8514721353968212,0.8717772292993631,0.8298092356687898,0.84369426381826,0.870168949044586,0.8216,0.8335421315441455,0.8660872408293461,0.7761,0.7919153968441373,0.840706847133758,0.8604945859872611,0.8661484654204389,0.8771896496815287,0.7742452229299362,0.7802942841187925,0.7871860095389507,28.6,29.13417507359323,29.4,39.445,39.46982086000376,39.4925,231.2,49.19999999999999,1.0,22.2,29.018888888888892,36.77,27.06,53.450208333333336,82.4,39988.44
2018-08-04,0.8325818471337579,0.8495021776932888,0.8701695859872611,0.8305,0.8426888508216257,0.8678805732484076,0.8246,0.8351379906226941,0.8668,0.7811633757961783,0.7954369588766966,0.8408191387559808,0.8591096979332273,0.8659508674058983,0.8754695859872612,0.7753961722488039,0.7813052938346388,0.7872,28.6,29.196615588167408,29.4,39.4775,39.50403565937917,39.535,280.2,49.0,1.0,21.33,28.785694444444445,35.6,28.78,48.88847222222222,72.4,40262.73
2018-08-05,0.8305,0.8476772423804362,0.8701633757961783,0.8285334394904459,0.8402913105569785,0.8704565286624203,0.8213,0.8328530779995147,0.8702269108280255,0.7733181528662421,0.7909102363378935,0.8481481717011129,0.8595041401273886,0.8652303140251426,0.8770338632750397,0.7756,0.7815063293436068,0.7878879746835443,29.0,29.32540832653073,29.6,39.52,39.53986576349912,39.5675,328.8,48.60000000000002,1.0,22.04,30.116319444444443,37.31,25.34,44.46472222222222,71.1,39510.81
2018-08-06,0.8204820063694268,0.8372269703716937,0.8733495222929937,0.8197313694267516,0.832219031399224,0.8719,0.8042,0.8213540696862681,0.8658460191082803,0.7378659777424483,0.768294452493858,0.8388015923566879,0.8516248803827752,0.8565405120363897,0.8716,0.7749,0.7765104448296566,0.7814321656050955,29.2,29.596615258061416,30.4,39.5275,39.56643148548581,39.5975,374.6,45.80000000000001,1.0,24.72,31.132361111111113,38.42,25.72,45.456805555555555,75.0,38920.29
2018-08-07,0.8391576433121019,0.8536954618925007,0.8677,0.8338,0.8464851155249254,0.8651904306220095,0.8232864649681529,0.8365332676412444,0.8583721337579618,0.7789,0.7946992215555917,0.8268184713375796,0.8621,0.8671090041385581,0.8739,0.776840127388535,0.7818289559003113,0.7871745222929937,29.4,29.897903907597627,30.4,39.59279014308426,39.62107727340826,39.64677945859873,420.2,45.599999999999966,1.0,22.55,28.133888888888887,34.22,40.28,66.44569444444444,87.73333333333333,35624.4
2018-08-08,0.8315,0.8477312204589402,0.8693968152866243,0.8289488076311605,0.8407715485097077,0.8664834394904458,0.8200079617834395,0.8306167559723173,0.8619,0.7749,0.7891861016288015,0.8356834394904459,0.8588289808917198,0.8644431527736415,0.8726569377990431,0.7746,0.7794528569955613,0.7844,29.4,29.8387267789528,30.0,39.6425,39.670369031123016,39.7,469.6,49.400000000000034,1.0,23.59,27.993402777777778,33.43,40.17,70.06805555555555,90.3,33850.14
2018-08-09,0.8282,0.84558953314562,0.8667,0.8268928457869634,0.8399532032689433,0.8666774244833069,0.8199253184713375,0.8299513674926291,0.8627114649681529,0.7799,0.7924018622541273,0.8394,0.8586,0.8639970120111291,0.8724910685805423,0.7737,0.7785090911683593,0.7836958532695374,29.2,29.67289744735821,30.0,39.6725,39.702692791731245,39.735,518.4,48.799999999999955,1.0,22.59,28.10423611111111,35.05,36.6,69.75388888888888,91.43333333333334,35148.0
2018-08-10,0.8306974522292994,0.8455675186077918,0.873612101910828,0.8276,0.8402723284330261,0.8674968152866243,0.818887898089172,0.829713029470721,0.8623794585987261,0.7799942675159236,0.7929116992699549,0.840956050955414,0.8579,0.8636848656802714,0.8726872611464969,0.7728,0.7778407367478758,0.783,29.2,29.679977826043697,30.0,39.715,39.75065480545147,39.79,566.0,47.60000000000002,1.0,24.06,27.907291666666666,32.88,50.18,74.83229166666666,93.1,36357.0
2018-08-11,0.8267,0.8432412671467032,0.8678885350318472,0.8281,0.8412016670014142,0.8683550955414013,0.8185028662420383,0.8297831631279423,0.8615861464968153,0.7796,0.7927184307858548,0.8398531847133758,0.8576,0.8635718275362424,0.8729777070063695,0.7721,0.7769153391767813,0.7820896331738437,29.4,29.60363126192588,30.0,39.7575,39.78427173191793,39.82,611.0,45.0,1.0,23.52,27.641805555555557,32.5,48.97,70.67013888888889,90.0,35197.35
